name,type,breed,color,sex,size,date_of_birth,impound_number,kennel_number,animal_id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,outcome_jurisdiction,outcome_zip_code,location,sex_clean,age_at_outcome,age_at_intake
SKIPPY,CAT,DOMESTIC MH,WHITE/GRAY,Neutered,SMALL,2010-06-30,K15-014677,CA02,A323860,2015-06-30,2015-06-30,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,5.0027397260274,5.0027397260274
*BRANDY,DOG,YORKSHIRE TERR,TAN,Spayed,TOY,2011-05-22,K17-023475,DA03,A352644,2017-05-12,2017-05-27,15,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,WINDSOR,COUNTY,95401,"95401
(38.446019, -122.766748)",Female,6.01917808219178,5.97808219178082
SIRIUS,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,2012-02-04,K15-012689,CA03,A316477,2015-02-04,2015-02-04,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928
(38.346718, -122.695947)",Male,3.0027397260274,3.0027397260274
CAINE,DOG,PIT BULL,TAN,Neutered,MED,1999-10-22,K17-023740,TRUCK,A281031,2017-06-02,2017-06-02,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,17.6246575342466,17.6246575342466
NA,CAT,DOMESTIC LH,GRAY,Female,KITTN,2014-06-15,K14-009817,CA02,A309112,2014-07-15,2014-07-21,6,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,0.0986301369863014,0.0821917808219178
NA,CAT,DOMESTIC SH,GRAY TABBY,Unknown,KITTN,2016-04-07,K16-018366,CS06,A335300,2016-04-07,2016-04-07,0,STRAY,BORN_HERE,EUTHANIZE,FERAL,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,0,0
OSO,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,NA,K17-022141,DS67,A346967,2017-01-06,2017-01-07,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472
(38.394388, -122.850998)",Male,NA,NA
NA,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,NA,K16-018410,TRUCK,A335429,2016-04-09,2016-04-09,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,COUNTY,NA,NA,NA,Male,NA,NA
NA,CAT,DOMESTIC SH,AGOUTI,Unknown,KITTN,NA,K16-018593,RECEIVING,A336029,2016-04-23,2016-04-23,0,STRAY,COMM CAT,TRANSFER,PETLUMA PP,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,94951,"94951
(38.314417, -122.656863)",Male,NA,NA
NA,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,SMALL,2015-07-24,K15-017043,CS06,A330543,2015-12-08,2015-12-10,2,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Female,0.380821917808219,0.375342465753425
LOUIE,DOG,CHIHUAHUA SH,TAN,Neutered,SMALL,2007-06-16,K14-009042,DA41,A307357,2014-05-29,2014-06-19,21,TRANSFER,PRIV_SHELT,TRANSFER,RP SHELTER,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928
(38.346718, -122.695947)",Male,7.01369863013699,6.95616438356164
*MEADOW,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,2016-05-19,K16-019952,WESTFARM,A338538,2016-07-26,2016-08-06,11,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Female,0.216438356164384,0.186301369863014
GRIS,DOG,WEIMARANER,GRAY,Male,LARGE,2001-09-01,K15-013397,TX,A319631,2015-04-01,2015-04-01,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,*ROHNERT PARK,94927,"94927
(38.34, -122.7)",Male,13.5890410958904,13.5890410958904
*NYLA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,2015-03-07,K15-013481,LOBBY,A319891,2015-04-07,2015-05-14,37,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Female,0.186301369863014,0.0849315068493151
*CALVIN,CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,SMALL,2014-06-26,K14-011793,LOBBY,A314087,2014-11-20,2014-11-29,9,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95462,"95462
(38.468829, -123.018829)",Male,0.427397260273973,0.402739726027397
LEBRON,DOG,CHIHUAHUA LH,BLACK/TAN,Male,TOY,2012-11-27,K16-019030,DS87,A337656,2016-05-27,2016-05-27,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,3.4986301369863,3.4986301369863
BABY,CAT,SIAMESE,GRAY/WHITE,Spayed,SMALL,2000-10-16,K17-025844,CI01,A362631,2017-10-15,2017-10-16,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95403,"95403
(38.486997, -122.749134)",Female,17.0109589041096,17.0082191780822
NA,CAT,DOMESTIC SH,BLACK,Female,SMALL,NA,K15-016016,CI02,A327067,2015-09-17,2015-09-29,12,STRAY,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,NA,NA
SAM,DOG,BOXER,BROWN/WHITE,Male,LARGE,2012-06-25,K15-013931,DS80,A321581,2015-05-12,2015-05-12,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448
(38.618857, -122.861927)",Male,2.87945205479452,2.87945205479452
BEN,DOG,NORFOLK TERRIER/MIX,TAN,Neutered,SMALL,2016-09-22,K17-023221,DA02,A351313,2017-04-22,2017-05-03,11,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95492,"95492
(38.541541, -122.809202)",Male,0.610958904109589,0.580821917808219
HURLEY,DOG,BULLMASTIFF/MIX,TAN,Neutered,LARGE,2013-07-29,K15-012390,DQ107,A313603,2015-01-10,2015-02-09,30,STRAY,FIELD,EUTHANIZE,BEH SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95436,"95436
(38.491884, -122.90672)",Male,1.53424657534247,1.45205479452055
BUDDY,DOG,PIT BULL,BLUE/BR BRINDLE,Neutered,LARGE,2014-09-28,K15-016884,DQ116,A318717,2015-11-22,2015-12-03,11,QUARANTINE,FIELD_RETURN TO OWNER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,NA,NA,Male,1.18082191780822,1.15068493150685
OBIE,DOG,AUST CATTLE DOG/MIX,BROWN,Male,MED,2014-05-09,K17-023415,DS62,A352533,2017-05-09,2017-05-25,16,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Male,3.04657534246575,3.0027397260274
INDAKA,DOG,PIT BULL,TAN/WHITE,Spayed,MED,2005-08-02,K17-024428,DS63,A340274,2017-07-16,2017-07-27,11,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Female,11.9917808219178,11.9616438356164
LUNA,DOG,GERM SHEPHERD,BLACK/TAN,Female,LARGE,2013-07-15,K14-007850,DS82,A303205,2014-02-25,2014-02-25,0,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,0.616438356164384,0.616438356164384
NA,CAT,DOMESTIC SH,WHITE/BLACK,Unknown,SMALL,2013-05-23,K15-014109,CS06,A322368,2015-05-23,2015-05-26,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,2.00821917808219,2
KITTY,DOG,CHIHUAHUA LH,TAN,Female,SMALL,2016-05-03,K17-023343,DS79,A352240,2017-05-03,2017-05-03,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,1,1
BOGEY,DOG,BORDER COLLIE,BLACK/WHITE,Neutered,MED,2012-08-05,K17-024910,DS78,A309775,2017-08-17,2017-08-18,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,5.03835616438356,5.03561643835616
*BELLE,DOG,PUG/MIX,BROWN/BLACK,Spayed,MED,2011-09-28,K17-025335,DA01,A360937,2017-09-14,2017-09-30,16,CONFISCATE,FLD_HOSPTL,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Female,6.01095890410959,5.96712328767123
ECHO,DOG,AMER BULLDOG,WHITE/BR BRINDLE,Spayed,LARGE,2007-02-28,K15-012964,DA29,A317318,2015-02-28,2015-03-21,21,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,*PETALUMA,94954,"94954
(38.245316, -122.59871)",Female,8.06301369863014,8.00547945205479
EMMA,DOG,CHIHUAHUA SH,TAN,Spayed,SMALL,2014-03-24,K14-010701,DA18,A311385,2014-09-09,2014-09-26,17,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,0.50958904109589,0.463013698630137
LOU DOG,DOG,CHIHUAHUA SH/MIX,TRICOLOR,Male,SMALL,2014-07-21,K16-020054,DS71,A324515,2016-07-31,2016-08-02,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,2.03561643835616,2.03013698630137
NA,DOG,ENG BULLDOG,BROWN/WHITE,Female,LARGE,2003-03-31,K16-018283,DQ113,A335084,2016-03-31,2016-04-08,8,CONFISCATE,FLD_CORONR,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,13.0328767123288,13.0109589041096
MR JONES,DOG,POODLE MIN/MIX,WHITE,Neutered,SMALL,2009-12-10,K15-016933,DA05,A329906,2015-11-30,2015-12-30,30,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,6.05753424657534,5.97534246575342
SWEET LEAF,DOG,POODLE TOY,BLACK,Male,TOY,2015-06-04,K15-015727,DS93,A326497,2015-08-31,2015-09-04,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,0.252054794520548,0.241095890410959
NA,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,NA,K17-025058,COOLER,A358663,2017-08-27,2017-08-29,2,STRAY,FIELD,DISPOSAL,DOA,UNKNOWN,DEAD,COUNTY,COUNTY,95436,"95436
(38.491884, -122.90672)",Male,NA,NA
*DENALI,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,2014-08-03,K17-024317,DA06,A354767,2017-07-08,2017-08-12,35,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928
(38.346718, -122.695947)",Male,3.02739726027397,2.93150684931507
NA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Male,KITTN,2017-05-02,K17-023603,CI01,A353209,2017-05-23,2017-05-24,1,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,0.0602739726027397,0.0575342465753425
DAKOTA,DOG,ALASKAN HUSKY,GRAY/WHITE,Neutered,LARGE,2009-09-09,K16-020666,DS74,A312808,2016-09-08,2016-09-09,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448
(38.618857, -122.861927)",Male,7.00547945205479,7.0027397260274
JACK,DOG,LABRADOR RETR,BLACK,Neutered,LARGE,2008-03-22,K17-025457,DS69,A342578,2017-09-23,2017-09-23,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472
(38.394388, -122.850998)",Male,9.51232876712329,9.51232876712329
CHUCKY,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,2015-07-16,K16-018090,LOBBY,A334374,2016-03-15,2016-03-25,10,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,0.693150684931507,0.665753424657534
REX,DOG,CHIHUAHUA SH,BLACK/TAN,Neutered,TOY,2007-11-30,K16-018496,TRUCK,A310590,2016-04-16,2016-04-16,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Male,8.38356164383562,8.38356164383562
LOUIE,DOG,ANATOL SHEPHERD/MIX,WHITE/BROWN,Neutered,LARGE,2011-06-15,K17-023951,DS61,A354041,2017-06-15,2017-06-16,1,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/REHAB,TREATABLE/REHAB,WINDSOR,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,6.00821917808219,6.00547945205479
MICKEY,DOG,CHIHUAHUA SH/MIX,BLACK,Neutered,SMALL,2015-07-18,K16-019350,MAC,A338596,2016-06-20,2016-07-24,34,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,1.01917808219178,0.926027397260274
SAUCE,DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,MED,2011-04-26,K14-011960,DS73,A273254,2014-12-04,2014-12-05,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476
(38.280393, -122.464588)",Male,3.61369863013699,3.61095890410959
CHEVY,DOG,PARSON RUSS TER,FAWN,Neutered,SMALL,2004-10-14,K17-025295,DS63,A027967,2017-09-13,2017-09-13,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,12.9232876712329,12.9232876712329
BUSTER,DOG,PARSON RUSS TER/BEAGLE,TRICOLOR,Male,MED,2011-11-23,K16-021662,DS57,A345603,2016-11-22,2016-11-23,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95465,"95465
(38.406591, -123.001365)",Male,5.00547945205479,5.0027397260274
NA,CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,NA,K16-019605,CS06,A339297,2016-07-06,2016-07-12,6,STRAY,COMM CAT,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
CASPER,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,2010-11-15,K16-018398,DS62,A316481,2016-04-08,2016-04-28,20,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,NA,NA,NA,Male,5.45479452054794,5.4
*UNO,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,2009-12-12,K15-012830,CS05,A314530,2015-02-19,2015-02-25,6,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,5.20821917808219,5.19178082191781
RILEY,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,2015-06-14,K16-021979,DA07,A345804,2016-12-21,2016-12-28,7,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,1.54246575342466,1.52328767123288
MINNOW,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,2002-03-04,K14-007930,SMM,A303562,2014-03-04,2014-03-06,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,12.013698630137,12.0082191780822
SNOOPY,CAT,DOMESTIC MH,CALICO,Spayed,SMALL,2000-12-22,K15-017138,SMM,A330720,2015-12-13,2015-12-22,9,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95441,"95441
(38.729916, -122.883041)",Female,15.0082191780822,14.9835616438356
CHARO,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,2016-03-09,K16-019711,LOBBY,A339431,2016-07-09,2016-07-13,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94947,"94947
(38.098743, -122.592459)",Male,0.345205479452055,0.334246575342466
MOLLY,DOG,LABRADOR RETR,YELLOW,Spayed,MED,2005-05-22,K15-013740,DS64,A322343,2015-04-29,2015-05-07,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952
(38.236012, -122.730241)",Female,9.96438356164384,9.94246575342466
MIA,DOG,SIBERIAN HUSKY/MIX,TAN,Spayed,MED,2015-01-27,K16-017343,DA29,A331561,2016-01-05,2016-02-19,45,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,COUNTY,95472,"95472
(38.394388, -122.850998)",Female,1.06301369863014,0.93972602739726
MONTY,DOG,AUST SHEPHERD/MIX,BLUE MERLE/GRAY,Neutered,MED,2008-04-13,K15-013556,DS61,A320089,2015-04-13,2015-04-14,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,7.00547945205479,7.0027397260274
JACK,DOG,AUST SHEPHERD/MIX,TRICOLOR,Neutered,MED,2004-08-12,K15-012969,DS84,A219031,2015-02-28,2015-03-03,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,10.5616438356164,10.5534246575342
*SANDIA,DOG,AUST CATTLE DOG,BLUE,Spayed,LARGE,2015-05-03,K15-016566,DA38,A329253,2015-10-27,2015-11-12,16,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407
(38.403734, -122.736775)",Female,0.528767123287671,0.484931506849315
TIPPY,CAT,DOMESTIC MH,GRAY/WHITE,Neutered,LARGE,2013-01-29,K15-015141,CS05,A324728,2015-07-29,2015-08-22,24,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*HEALDSBURG,95448,"95448
(38.618857, -122.861927)",Male,2.56164383561644,2.4958904109589
SPARKY,DOG,RAT TERRIER/AUST CATTLE DOG,BLACK/WHITE,Neutered,SMALL,2010-01-16,K16-017621,DA48,A331979,2016-01-28,2016-02-02,5,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,*HEALDSBURG,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,6.04931506849315,6.03561643835616
*PRECIOUS,DOG,CHIHUAHUA SH/MIX,BROWN/WHITE,Spayed,SMALL,2014-05-08,K15-013575,DA47,A320150,2015-04-15,2015-05-12,27,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448
(38.618857, -122.861927)",Female,1.01095890410959,0.936986301369863
MOBY,DOG,AKBASH,WHITE,Male,LARGE,NA,K16-020892,DQ116,A251493,2016-09-23,2016-10-07,14,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95472,"95472
(38.394388, -122.850998)",Male,NA,NA
TOBY,DOG,CHIHUAHUA SH/MIN PINSCHER,WHITE,Neutered,SMALL,2013-11-11,K16-017378,DA05,A306072,2016-01-07,2016-02-02,26,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,2.22739726027397,2.15616438356164
CARAMEL,CAT,DOMESTIC SH,ORG TABBY,Male,SMALL,2015-08-30,K17-025107,CS06,A360485,2017-08-30,2017-09-05,6,TRANSFER,MUN_SHELT,TRANSFER,FORGOTTEN,UNKNOWN,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,2.01917808219178,2.0027397260274
SHERBY,CAT,DOMESTIC LH,BLUE CREAM/TORTIE,Spayed,SMALL,2001-09-08,K16-020653,TX,A342011,2016-09-07,2016-09-08,1,CONFISCATE,FLD_CORONR,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952
(38.236012, -122.730241)",Female,15.0109589041096,15.0082191780822
*DAISEY,CAT,DOMESTIC SH,WHITE/BLACK,Spayed,KITTN,2015-04-23,K15-013878,LOBBY,A321463,2015-05-08,2015-06-26,49,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425
(38.790859, -123.010876)",Female,0.175342465753425,0.0410958904109589
MEGAN,DOG,WELSH TERRIER,BLACK/TAN,Spayed,SMALL,2006-09-22,K16-020851,DS50,A342584,2016-09-22,2016-09-22,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Female,10.0082191780822,10.0082191780822
SWISH,DOG,PIT BULL,GRAY/WHITE,Neutered,MED,2012-12-20,K14-010873,TRUCK,A311841,2014-09-20,2014-09-20,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476
(38.280393, -122.464588)",Male,1.75068493150685,1.75068493150685
*ROSIE,DOG,PIT BULL/MIX,WHITE/BROWN,Spayed,MED,2015-03-20,K16-017520,DA28,A332249,2016-01-20,2016-02-24,35,STRAY,FIELD,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,0.934246575342466,0.838356164383562
*JESSSICA,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,2017-05-10,K17-023462,LOBBY,A352611,2017-05-11,2017-08-02,83,STRAY,BORN_HERE,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,0.23013698630137,0.00273972602739726
NA,CAT,DOMESTIC SH,BLACK/WHITE,Male,KITTN,2016-04-17,K16-018875,CI01,A337118,2016-05-17,2016-05-17,0,STRAY,OVER THE COUNTER,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,0.0821917808219178,0.0821917808219178
MAZYKA,DOG,BOXER,TAN/WHITE,Female,MED,2015-10-11,K16-021496,DS91,A334773,2016-11-08,2016-11-08,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,1.07945205479452,1.07945205479452
NA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,SMALL,2016-05-27,K17-023654,CS06,A353317,2017-05-27,2017-06-07,11,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,1.03013698630137,1
LOBO,DOG,SIBERIAN HUSKY/MIX,WHITE/BLACK,Neutered,LARGE,2006-05-01,K14-012070,DS92,A032834,2014-12-13,2014-12-30,17,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,8.67123287671233,8.62465753424657
SHILOH,DOG,SIBERIAN HUSKY,RED/WHITE,Neutered,LARGE,2013-02-28,K15-012972,DA36,A317365,2015-02-28,2015-03-05,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,2.01369863013699,2
ZOEY,DOG,CAIRN TERRIER/MIX,BROWN/WHITE,Spayed,MED,2000-10-13,K17-025759,DS56,A362544,2017-10-12,2017-10-13,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,17.0109589041096,17.0082191780822
NA,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,2015-06-01,K15-014795,RECEIVING,A324067,2015-07-07,2015-07-07,0,STRAY,COMM CAT,EUTHANIZE,UNDERAGEWT,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,0.0986301369863014,0.0986301369863014
