"name","type","breed","color","sex","size","date_of_birth","impound_number","kennel_number","animal_id","intake_date","outcome_date","days_in_shelter","intake_type","intake_subtype","outcome_type","outcome_subtype","intake_condition","outcome_condition","intake_jurisdiction","outcome_jurisdiction","outcome_zip_code","location","sex_clean"
"ASTRO","DOG","POMERANIAN/MIX","BLUE MERLE","Neutered","SMALL",2014-10-01,"K15-014970","DI098","A323079",2015-07-16,2015-08-01,16,"ADOPTION RETURN","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",94085,"94085
(37.388509, -122.01556)","Male"
"BANDIT","DOG","BEAGLE/MIX","TRICOLOR","Spayed","MED",2011-01-15,"K15-016686","TRUCK","A315793",2015-11-04,2015-11-04,0,"STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Female"
"CHAPARRO","DOG","PIT BULL","BLACK/WHITE","Male","MED",2014-10-11,"K15-013541","DS78","A320028",2015-04-11,2015-04-14,3,"STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","WINDSOR","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"MAE","DOG","CHIHUAHUA SH","WHITE/BLACK","Spayed","TOY",2013-02-27,"K16-017927","RECEIVING","A333417",2016-02-27,2016-04-16,49,"STRAY","FIELD","ADOPTION","REFERRAL","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95472,"95472
(38.394388, -122.850998)","Female"
"*KANSAS","DOG","DUTCH SHEPHERD/MIX","BR BRINDLE/WHITE","Neutered","LARGE",2013-08-03,"K15-012526","DA32","A316144",2015-01-24,2015-08-05,193,"STRAY","PRIV_SHELT","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",94558,"94558
(38.383156, -122.289164)","Male"
"MR BUBBLES","DOG","BULLDOG","TRICOLOR","Male","MED",2013-07-07,"K15-017037","DS88","A330268",2015-12-05,2015-12-08,3,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",97801,"97801
(45.620522, -118.640696)","Male"
"G","DOG","PIT BULL/BOSTON TERRIER","BLACK/WHITE","Neutered","MED",2009-05-20,"K14-009979","DQ114","A257143",2014-07-25,2014-08-05,11,"QUARANTINE","OVER THE COUNTER_RETURN TO OWNER","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"*MILLIE","DOG","PIT BULL","BLUE/WHITE","Spayed","LARGE",2014-06-06,"K15-014343","MAC","A322731",2015-06-06,2015-09-19,105,"STRAY","OVER THE COUNTER","ADOPTION","SPEC EVENT","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95448,"95448
(38.618857, -122.861927)","Female"
"BAILEY","DOG","PIT BULL/MIX","GRAY","Spayed","LARGE",2016-03-05,"K16-019560","DA47","A338149",2016-07-02,2016-07-08,6,"ADOPTION RETURN","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","WINDSOR",95492,"95492
(38.541541, -122.809202)","Female"
"","CAT","DOMESTIC SH","BRN TABBY/WHITE","Unknown","KITTN",NA,"K14-010401","CS06","A310394",2014-08-20,2014-08-26,6,"STRAY","COMM CAT","TRANSFER","FORGOTTEN","HEALTHY","TREATABLE/MANAGEABLE","WINDSOR","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"*ALISA","CAT","DOMESTIC SH","BRN TABBY/TORTIE","Spayed","KITTN",2015-05-02,"K15-014713","LOBBY","A323921",2015-07-02,2015-07-11,9,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","WINDSOR","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Female"
"*KENNY","CAT","DOMESTIC MH","BLACK","Neutered","KITTN",2015-05-22,"K15-014599","LOBBY","A323258",2015-06-25,2015-08-05,41,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95439,"95439
(38.49169, -122.776056)","Male"
"GUS","DOG","CHIHUAHUA SH","RED","Neutered","TOY",2014-03-18,"K16-018132","DA41","A334490",2016-03-18,2016-04-21,34,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","TREATABLE/REHAB","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"DEMI","CAT","DOMESTIC SH","BRN TABBY","Spayed","KITTN",2014-08-06,"K14-010469","WESTFARM","A310677",2014-08-26,2014-10-27,62,"STRAY","OVER THE COUNTER","ADOPTION","WESTFARM","TREATABLE/REHAB","HEALTHY","COUNTY","*COTATI",94931,"94931
(38.325442, -122.71081)","Female"
"SAVAGE","DOG","PIT BULL","WHITE/TAN","Neutered","LARGE",NA,"K14-011630","DS70","A313493",2014-11-06,2014-11-25,19,"STRAY","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","WINDSOR","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"","CAT","DOMESTIC SH","GRAY","Unknown","SMALL",NA,"K15-013177","CS06","A318072",2015-03-17,2015-03-17,0,"STRAY","COMM CAT","TRANSFER","FORGOTTEN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"ROCCO","DOG","LABRADOR RETR","YELLOW","Male","LARGE",2004-07-18,"K17-024425","DS70","A355651",2017-07-16,2017-07-18,2,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"IZZIE","DOG","AUST CATTLE DOG/MIX","TAN/WHITE","Spayed","SMALL",2014-08-04,"K16-017525","DA22","A332254",2016-01-20,2016-02-16,27,"STRAY","FIELD","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Female"
"","CAT","DOMESTIC MH","WHITE","Neutered","SMALL",NA,"K17-022590","SMM","A348572",2017-02-21,2017-02-27,6,"STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",NA,NA,NA,"Male"
"*TYSON","DOG","PIT BULL","BROWN","Neutered","LARGE",2011-01-28,"K14-007494","DA31","A302098",2014-01-28,2014-09-06,221,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"*CUPCAKE","CAT","DOMESTIC SH","WHITE/BRN TABBY","Spayed","KITTN",2014-07-20,"K14-010888","LOBBY","A311869",2014-09-20,2014-11-05,46,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Female"
"*CALLIE","CAT","DOMESTIC SH","ORG TABBY","Spayed","KITTN",2017-06-18,"K17-025121","LOBBY","A360504",2017-08-31,2017-09-20,20,"STRAY","OVER THE COUNTER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","WINDSOR","*CLOVERDALE",95425,"95425
(38.790859, -123.010876)","Female"
"LOU","DOG","PIT BULL","BR BRINDLE","Male","MED",2015-12-03,"K17-023756","DS50","A353511",2017-06-02,2017-06-03,1,"CONFISCATE","FLD_CRUEL","RETURN TO OWNER","FLD_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"*CALLIE","DOG","GERM SHEPHERD/POINTER","BROWN/WHITE","Spayed","PUPPY",2016-02-08,"K16-018372","DA45","A335353",2016-04-07,2016-04-13,6,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",94515,"94515
(38.596259, -122.603413)","Female"
"*RUDY","DOG","AUST CATTLE DOG/LABRADOR RETR","BLACK/WHITE","Neutered","MED",NA,"K15-016604","DA38","A329346",2015-10-30,2015-12-18,49,"CONFISCATE","FLD_EVICT","ADOPTION","WALKIN","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY",95403,"95403
(38.486997, -122.749134)","Male"
"","CAT","DOMESTIC SH","BLACK","Male","KITTN",2017-04-11,"K17-023647","RECEIVING","A353283",2017-05-26,2017-05-26,0,"STRAY","OVER THE COUNTER","TRANSFER","HSSC","TREATABLE/REHAB","TREATABLE/REHAB","COUNTY","COUNTY",95403,"95403
(38.486997, -122.749134)","Male"
"PATTY","DOG","BORDER COLLIE/MIX","RED/WHITE","Female","MED",2009-12-04,"K14-011948","TRUCK","A314596",2014-12-04,2014-12-04,0,"STRAY","VET_HOSP","RETURN TO OWNER","FLD_IDTAG","HEALTHY","HEALTHY","COUNTY","COUNTY",95472,"95472
(38.394388, -122.850998)","Male"
"*GUS","DOG","PIT BULL/MIX","BR BRINDLE/WHITE","Neutered","MED",2014-02-16,"K14-011928","DA28","A314522",2014-12-02,2015-01-06,35,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"ROCKET","DOG","LABRADOR RETR/PIT BULL","BLACK/WHITE","Neutered","MED",2013-03-03,"K14-008125","DQ112","A302095",2014-03-19,2014-04-28,40,"ADOPTION RETURN","OVER THE COUNTER","EUTHANIZE","BEH SEVERE","HEALTHY","TREATABLE/MANAGEABLE","SANTA ROSA",NA,NA,NA,"Male"
"FOXY","DOG","CHIHUAHUA SH/MIX","BROWN","Spayed","SMALL",2006-04-12,"K16-018789","TX","A315117",2016-05-10,2016-05-11,1,"STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_WEB","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","SANTA ROSA",95407,"95407
(38.403734, -122.736775)","Female"
"","CAT","DOMESTIC SH","BRN TABBY","Male","SMALL",NA,"K17-025190","CS06","A360620",2017-09-05,2017-09-12,7,"STRAY","COMM CAT","TRANSFER","FORGOTTEN","UNKNOWN","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"*CHEEZE-IT","CAT","DOMESTIC LH","ORG TABBY","Neutered","SMALL",2008-03-17,"K16-018107","TX","A334440",2016-03-17,2016-04-02,16,"OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"*FERDINAND","DOG","BULLMASTIFF","FAWN/BLACK","Neutered","LARGE",2014-09-23,"K15-016055","DA09","A327161",2015-09-21,2015-09-30,9,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"GUS","DOG","AMERICAN STAFF/PIT BULL","RED","Male","LARGE",2005-04-06,"K15-012381","DS68","A035286",2015-01-10,2015-01-10,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","WINDSOR","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"CALI","DOG","ROTTWEILER/MIX","BLACK/TAN","Spayed","LARGE",2012-09-06,"K16-020641","DA04","A341992",2016-09-06,2016-10-01,25,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","*CLOVERDALE",95425,"95425
(38.790859, -123.010876)","Female"
"CONRAD","DOG","TR WALKER HOUND/PIT BULL","BLACK/WHITE","Neutered","SMALL",2014-04-28,"K14-010336","DA16","A310279",2014-08-18,2014-08-30,12,"OWNER SURRENDER","FIELD","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Male"
"DAYO","DOG","PIT BULL/GERM SHEPHERD","BROWN/WHITE","Neutered","MED",2014-06-01,"K15-014026","DA36","A321768",2015-05-16,2015-08-15,91,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY",95472,"95472
(38.394388, -122.850998)","Male"
"","CAT","DOMESTIC SH","TORTIE","Female","SMALL",NA,"K17-024339","SMM","A354874",2017-07-11,2017-07-29,18,"STRAY","FIELD","EUTHANIZE","INJ SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",NA,NA,NA,"Male"
"EMILY","DOG","BOXER","WHITE","Female","LARGE",2011-12-30,"K14-012238","DS90","A315346",2014-12-30,2014-12-31,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","COUNTY",95403,"95403
(38.486997, -122.749134)","Male"
"SAILOR","DOG","SCOT TERRIER","BLACK","Neutered","MED",2005-12-17,"K14-008887","DA43","A257582",2014-05-19,2014-06-19,31,"TRANSFER","VET_HOSP","ADOPTION","INTERNET","TREATABLE/MANAGEABLE","HEALTHY","COUNTY","OUT OF COUNTY",94583,"94583
(37.755754, -121.963415)","Male"
"SCOOBY","DOG","SCHNAUZER MIN/MIX","BLACK/TAN","Neutered","PUPPY",2014-08-19,"K14-010382","DA47","A310363",2014-08-20,2014-10-31,72,"STRAY","BORN_HERE","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"","CAT","DOMESTIC SH","BRN TABBY","Female","KITTN",2015-07-02,"K15-016835","CA01","A329740",2015-11-18,2015-12-02,14,"STRAY","FIELD","EUTHANIZE","ILL SEVERE","TREATABLE/REHAB","UNTREATABLE","SANTA ROSA",NA,NA,NA,"Male"
"CHIQUITA","DOG","PIT BULL","GRAY/WHITE","Spayed","MED",2012-04-28,"K14-010891","TRUCK","A296165",2014-09-20,2014-09-20,0,"STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Female"
"BEAR","DOG","FOX TERR SMOOTH/CHIHUAHUA SH","BLACK/WHITE","Neutered","MED",2013-10-15,"K15-013586","DS96","A320729",2015-04-15,2015-06-06,52,"OWNER SURRENDER","OVER THE COUNTER","TRANSFER","GREEN DOG","HEALTHY","HEALTHY","COUNTY","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"LILI","DOG","PIT BULL","WHITE/BR BRINDLE","Spayed","LARGE",2014-08-27,"K14-012212","DS77","A315307",2014-12-27,2014-12-27,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Female"
"LULU","DOG","PIT BULL","BR BRINDLE/WHITE","Spayed","MED",2014-08-30,"K16-020267","DA03","A340774",2016-08-12,2016-09-01,20,"STRAY","FIELD","ADOPTION","REFERRAL","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95407,"95407
(38.403734, -122.736775)","Female"
"QUATRO","DOG","PIT BULL","BROWN/WHITE","Neutered","LARGE",2013-06-20,"K17-023278","DS75","A329510",2017-04-27,2017-04-28,1,"CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Male"
"BRUNO","DOG","CHIHUAHUA SH","BROWN","Neutered","SMALL",2013-04-01,"K17-025045","MOBILE","A350391",2017-08-26,2017-09-16,21,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","MOB EVENT","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",94538,"94538
(37.521278, -121.967986)","Male"
"*ROSCOE","DOG","BORDER COLLIE/CATAHOULA","BLACK","Neutered","PUPPY",2014-04-24,"K14-009945","DA18","A309328",2014-07-24,2014-08-01,8,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"*NINA","DOG","AMER ESKIMO","WHITE","Spayed","SMALL",2003-09-24,"K14-010675","DA18","A311345",2014-09-09,2014-09-30,21,"TRANSFER","VET_HOSP","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",95490,"95490
(39.449888, -123.380197)","Female"
"","CAT","DOMESTIC SH","BLACK","Unknown","MED",NA,"K15-015129","EUTH","A324710",2015-07-28,2015-07-28,0,"STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"KAI","DOG","GERM SHEPHERD/MIX","TAN","Female","LARGE",2003-09-11,"K15-015920","TRUCK","A326899",2015-09-11,2015-09-11,0,"OWNER SURRENDER","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA","SANTA ROSA",95407,"95407
(38.403734, -122.736775)","Male"
"HANNAH","DOG","AUST CATTLE DOG/MIX","WHITE/BR BRINDLE","Spayed","LARGE",2011-11-08,"K15-013845","DS77","A321419",2015-05-07,2015-05-08,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Female"
"COAL","CAT","DOMESTIC SH","BLACK","Neutered","SMALL",2005-10-27,"K17-025678","CA03","A093947",2017-10-11,2017-10-14,3,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_MCHIP","UNKNOWN","HEALTHY","SANTA ROSA","COUNTY",95409,"95409
(38.458965, -122.630156)","Male"
"MOBY","CAT","HIMALAYAN","SEAL PT","Neutered","SMALL",2004-10-10,"K17-025631","CS05","A362439",2017-10-10,2017-10-11,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Male"
"CHEWY","DOG","PAPILLON/MIX","LIVER/WHITE","Neutered","TOY",2015-06-21,"K16-018049","DA04","A334018",2016-03-11,2016-03-22,11,"STRAY","OVER THE COUNTER","ADOPTION","REFERRAL","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95403,"95403
(38.486997, -122.749134)","Male"
"BUTCH","DOG","RAT TERRIER","WHITE/TRICOLOR","Neutered","SMALL",2008-10-05,"K14-008069","TX","A303954",2014-03-14,2014-04-05,22,"TRANSFER","PRIV_SHELT","ADOPTION","SPEC EVENT","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Male"
"COOPER","CAT","DOMESTIC SH","ORG TABBY/WHITE","Neutered","KITTN",2016-08-19,"K16-021428","LOBBY","A344724",2016-11-02,2016-11-23,21,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"CHARLIE","DOG","GOLDEN RETR","RED","Male","PUPPY",2017-03-04,"K17-024855","DS75","A356777",2017-08-15,2017-08-16,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"PICKELO","CAT","DOMESTIC SH","BRN TABBY/WHITE","Neutered","SMALL",2010-07-04,"K15-017224","SMM","A331314",2015-12-23,2016-01-08,16,"STRAY","OVER THE COUNTER","TRANSFER","AN RESC AV","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",NA,NA,"Male"
"SAM","DOG","WELSH CORGI PEM","TRICOLOR","Male","MED",2008-04-29,"K16-021944","DA24","A223432",2016-12-19,2016-12-20,1,"CONFISCATE","FLD_HOSPTL","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"","DOG","PEKINGESE","RED","Female","TOY",2001-01-08,"K16-017403","DS90","A331671",2016-01-08,2016-02-02,25,"STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"ZELDA","DOG","MALTESE/POODLE MIN","WHITE/ORANGE","Spayed","TOY",2009-05-23,"K15-016885","DS55","A243111",2015-11-23,2015-11-24,1,"CONFISCATE","FLD_CORONR","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY",95403,"95403
(38.486997, -122.749134)","Female"
"","CAT","DOMESTIC SH","BLACK","Unknown","SMALL",NA,"K15-015772","CS06","A326570",2015-09-02,2015-09-08,6,"STRAY","COMM CAT","TRANSFER","FORGOTTEN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"JUDAH","DOG","PIT BULL/MIX","BLACK/WHITE","Male","MED",2014-10-15,"K16-018579","DQ109","A321718",2016-04-22,2016-05-11,19,"CONFISCATE","FLD_EVICT","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"*RUSTY","DOG","CHIHUAHUA SH/MIX","TAN/WHITE","Neutered","SMALL",2014-08-04,"K16-017577","DA02","A332387",2016-01-26,2016-02-06,11,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"*FLASH","DOG","CAIRN TERRIER/MIX","TAN/WHITE","Neutered","SMALL",2013-08-11,"K15-015366","DA01","A325064",2015-08-11,2015-10-28,78,"STRAY","FIELD","TRANSFER","HSSC","HEALTHY","HEALTHY","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"ARIA","DOG","PARSON RUSS TER/MIX","TAN","Spayed","MED",2014-12-04,"K15-015303","DA12","A324987",2015-08-07,2015-08-21,14,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",94118,"94118
(37.781112, -122.461499)","Female"
"ARI","DOG","PIT BULL","BR BRINDLE/WHITE","Spayed","MED",2013-02-19,"K16-017840","DS81","A333197",2016-02-18,2016-02-19,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95401,"95401
(38.446019, -122.766748)","Female"
"COBBIE","CAT","DOMESTIC SH","BLACK","Neutered","SMALL",2010-04-08,"K16-018385","CS06","A335370",2016-04-08,2016-04-08,0,"STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","*CLOVERDALE","*CLOVERDALE",95425,"95425
(38.790859, -123.010876)","Male"
"BLUEBERRY","DOG","PIT BULL","GRAY","Spayed","LARGE",2013-05-14,"K15-016573","DS91","A321176",2015-10-28,2015-10-28,0,"TRANSFER","PRIV_SHELT","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",94558,"94558
(38.383156, -122.289164)","Female"
"BOO","CAT","DOMESTIC SH","BLACK/WHITE","Spayed","SMALL",2009-01-06,"K14-012277","CS04","A229208",2014-12-31,2015-04-01,91,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95407,"95407
(38.403734, -122.736775)","Female"
"","DOG","BLACK/TAN HOUND/MIX","BLACK/TAN","Male","LARGE",NA,"K16-020722","DS76","A342305",2016-09-11,2016-09-13,2,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",95445,"95445
(38.829858, -123.528149)","Male"
"","CAT","DOMESTIC SH","BLACK/WHITE","Unknown","SMALL",NA,"K16-020572","CS06","A341853",2016-09-01,2016-09-06,5,"STRAY","COMM CAT","TRANSFER","FORGOTTEN","HEALTHY","TREATABLE/MANAGEABLE","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"*BLANCA G.","DOG","CHIHUAHUA SH/MIX","TAN/BLUE","Spayed","PUPPY",2017-05-09,"K17-023435","DA01","A352567",2017-05-10,2017-08-03,85,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Female"
"SIERRA","DOG","AUST SHEPHERD/MIX","TRICOLOR/WHITE","Spayed","MED",2000-05-07,"K16-018763","TRUCK","A336700",2016-05-07,2016-05-07,0,"STRAY","FIELD","RETURN TO OWNER","FLD_PRVS","TREATABLE/REHAB","HEALTHY","WINDSOR","WINDSOR",95492,"95492
(38.541541, -122.809202)","Female"
"JASPER","DOG","BORDER COLLIE/MIX","BLACK/WHITE","Neutered","PUPPY",2014-10-14,"K15-012688","DA47","A316061",2015-02-04,2015-02-05,1,"ADOPTION RETURN","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","WINDSOR","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"SIMON","DOG","CHIHUAHUA SH","TAN","Neutered","TOY",2002-07-17,"K14-009822","DA04","A309116",2014-07-16,2014-09-03,49,"STRAY","FIELD","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","SANTA ROSA","*ROHNERT PARK",94928,"94928
(38.346718, -122.695947)","Male"
"","CAT","DOMESTIC SH","BLACK","Male","KITTN",2017-06-26,"K17-025050","RECEIVING","A358653",2017-08-26,2017-08-26,0,"STRAY","FIELD","TRANSFER","HSSC","TREATABLE/REHAB","TREATABLE/REHAB","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"GINGER","DOG","ROTTWEILER/GERM SHEPHERD","BROWN","Spayed","PUPPY",2014-11-25,"K14-011865","RECEIVING","A314363",2014-11-26,2015-01-24,59,"STRAY","FIELD","ADOPTION","REFERRAL","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95404,"95404
(38.458384, -122.675588)","Female"
"*ANGELICA","CAT","DOMESTIC SH","GRAY TABBY/TORTIE","Spayed","KITTN",2016-05-13,"K16-020287","CS04","A340823",2016-08-13,2016-08-26,13,"STRAY","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95465,"95465
(38.406591, -123.001365)","Female"
"KODA","DOG","PIT BULL","BLUE/WHITE","Spayed","MED",2012-03-06,"K14-007967","DA11","A303653",2014-03-06,2014-03-22,16,"STRAY","FIELD","ADOPTION","WALKIN","UNKNOWN","HEALTHY","SANTA ROSA","WINDSOR",95492,"95492
(38.541541, -122.809202)","Female"
"BODIE","DOG","CHIHUAHUA SH/PARSON RUSS TER","TAN/WHITE","Male","SMALL",2011-07-30,"K16-018698","DQ113","A286138",2016-05-03,2016-05-13,10,"QUARANTINE","FLD_STRAY","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY",95436,"95436
(38.491884, -122.90672)","Male"
"SAMANTHA","DOG","BEAGLE","TRICOLOR","Female","SMALL",2013-11-14,"K14-011214","DS74","A312657",2014-10-11,2014-10-14,3,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY",95446,"95446
(38.510032, -122.996796)","Male"
